,Category,Message
982,ham,reckon need town eightish walk carpark
1167,ham,number sir
1215,ham,text creepy like think forgot
5431,ham,paying attention
4548,ham,hey mate spoke mag people deliver end month deliver th sept talk later
3817,ham,long take get
4821,spam,check choose babe videos sms shsex netun fgkslpopw fgkslpo
270,spam,ringtone club get uk singles chart mobile week choose top quality ringtone message free charge
4200,spam,cmon babe make horny turn txt fantasy babe im hot sticky need replies cost cancel send stop
3925,ham,izzit still raining
1557,ham,good sleep rhythm person establish rhythm body learn use want know
725,ham,world running still maybe feeling admit mad correction let call life keep running world may u r also running lets run
2713,ham,hey still want go yogasana coz end cine go bathe hav steam bath
535,ham,called hoping l r malaria know miss guys miss bani big pls give love especially great day
218,ham,easy ah sen got selected means good
2133,spam,b u voucher w c marsms log onto www b utele com discount credit opt reply stop customer care call
4631,ham,everybody fun evening miss
2639,ham,gobi arts college
3744,ham,nah wednesday bring mini cheetos bag
2517,ham,yes office da
4381,ham,done internet connection v slow send try later first thing tomo
3808,ham,pls dont restrict eating anythin likes next two days
1139,ham,u wearing
3821,ham,got arrested possession shit lt time gt pm
1807,spam,todays voda numbers ending selected receive award match please call quoting claim code standard rates app
3688,ham,great shoot big loads get ready
3254,ham,k k good going
5094,ham,hi shanil rakhesh thanks exchanged uncut diamond stuff leaving back excellent service dino prem
1730,ham,lol yeah point guess
2730,spam,urgent please call landline complimentary lux costa del sol holiday cash await collection ppm sae cs james eh rr
3263,ham,shore takin bus
660,spam,premium phone services call
1606,ham,came hostel
4395,ham,baaaaaaaabe wake miss crave need
1500,spam,sms ac jsco energy high u may know channel day ur leadership skills r strong psychic reply ans w question end reply end jsco
1531,ham,think chennai well settled
4076,ham,god picked flower dippeditinadew lovingly touched itwhichturnedinto u gifted tomeandsaid friend u
1542,ham,u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleep sweet dreams
2901,ham,come aftr lt decimal gt cleaning house
2733,ham,dare stupid wont tell anything hear wont talk
2398,ham,neshanth tel r u
3142,ham,customer place call
5353,ham,guai shd haf seen naughty free today go jogging
5335,ham,pride almost lt gt years old takin money kid supposed deal stuff grownup stuff tell
3683,ham,hello hello hi lou sorry took long reply left mobile friends lancaster got bak neway im sorry make ur b day hun
42,spam,rodger burns msg tried call reply sms free nokia mobile free camcorder please call delivery tomorrow
4183,spam,urgent please call abta complimentary spanish holiday cash await collection sae cs box po ez ppm
969,ham,willing go aptitude class
2841,ham,babe miiiiiiissssssssss need crave geeee sad without babe love
995,ham,number
3958,ham,one day training
4538,ham,normally use drink water daily
983,spam,congrats mobile g videophones r call videochat wid mates play java games dload polyph music noline rentl
1401,ham,decided people care stuff vote caring stuff losers
720,ham,macha dont feel upset assume mindset believe one evening wonderful plans us let life begin call anytime
3022,ham,film ill call later
431,ham,home watching tv lor
2509,ham,ok
205,ham,u call alter ok
3611,ham,call unable cal lets meet bhaskar deep
4392,ham,greatest test courage earth bear defeat without losing heart gn tc
4831,ham,word checkmate chess comes persian phrase shah maat means king dead goodmorning good day
2504,ham,fwiw reason around time smoke gas afford around someone tells apparently happens somebody wants light
880,spam,u secret admirer looking make contact u find r reveal thinks ur special call stopsms
893,ham,nutter cutter ctter cttergg cttargg ctargg ctagg ie
2227,ham,belive come home
1943,ham,k k cant come search job
774,ham,wil lt gt minutes got space
1580,ham,princess bet brothas chasing
5145,ham,aiyar u poor thing give u support k jia think u
3550,ham,got like lt gt get later though get whatever feel like
2257,ham,checked heading drop stuff
861,ham,work going min
2229,ham,exact intentions
2702,ham,hiya sorry hav signal seen heard neither unusual put case get sort hugs snogs
1812,ham,wan meet n combine parts da rest da project going
1087,ham,think spatula hands
962,spam,urgent trying contact u todays draw shows prize guaranteed call land line claim valid hrs
4056,ham,school starting stay weather like food social support system like friends school things important
2151,ham,table occupied waiting tree
3440,ham,awesome deal gate charles told last night uh yeah
211,ham,bruv hope great break rewarding semester
3384,ham,k must book huh going yoga basic sunday
5106,ham,ding ya break fassyole blacko londn
432,ham,usually take fifteen fucking minutes respond yes question
2286,ham,hi wkend ok journey terrible wk good huge back log marking
1696,ham,finish already yar keep saying mushy embarrassed ok
3286,ham,making easy pay back lt gt yrs say pay back earlier get
1755,ham,schedule next week town weekend
4857,ham,yes baby need stretch open pussy
5382,ham,make squeezed lt gt bucks dad
329,ham,cool text parked
1079,ham,convey regards
253,ham,
3568,spam,collect valentine weekend paris inc flight hotel prize guaranteed text paris www rtf sphosting com
803,spam,free st week nokia tone ur mobile every week txt nokia get txting tell ur mates www getzed co uk pobox w wq norm p tone
1325,ham,call plz number shows coveragd area urgnt call vasai amp reach clock call plz
4024,ham,well balls time make calls
2970,ham,head dey swell oh thanks making day
2264,spam,heard u call rude chat private line cum wan c pics gettin shagged text pix end send stop sam xxx
1669,ham,yes said
2803,ham,smile right go world wonder smiling think crazy keep away grins
3010,spam,update mths half price orange line rental mins call mobileupd call optout j q
3354,ham,emailed yifeng part oredi get fr
1392,ham,haha kidding papa needs drugs
1614,ham,thnx dude u guys nite
3912,ham,noe da car later c lar wearing shorts
55,ham,know mallika sherawat yesterday find lt url gt
131,ham,home
5085,ham,sorry missed call please call back
3170,ham,seen facebook huh lol
2982,ham,wonders world th th ur style th ur smile th ur personality rd ur nature nd ur sms st ur lovely friendship good morning dear
3781,ham,ur physics get
1319,ham,ok
2377,ham,way home went change batt watch go shop bit lor
3778,spam,mila age blonde new uk look sex uk guys u like fun text mtalk pp txt st free increments help
4346,ham,enjoy urself tmr
2542,ham,dont send plus mode
1507,spam,thanks vote sing along stars karaoke mobile free link reply sing
3558,ham,already sabarish asked go
3249,ham,also track lighters find
1722,ham,watching house entertaining getting whole hugh laurie thing even stick indeed especially stick
1299,ham,daily text favour time
195,ham,hope settled new school year wishin gr day
2645,ham,friends use call
2519,ham,joy father john john name joy father mandan
5414,ham,east coast
1281,ham,oh ho first time u use type words
3780,spam,claim shopping spree call mobstorequiz ppm
1450,ham,say thanks
3920,ham,wish think gonna snow much flurries usually get melt hit ground eek snow since lt gt even born
2457,ham,onum ela pa normal
3102,ham,pathaya enketa maraikara pa
2261,spam,splashmobile choose gr tones wk subscrition service weekly tones costing p u one credit kick back enjoy
4219,ham,actually waiting weeks start putting ad
4141,ham,leave wif lar wan carry meh heavy da num familiar
2028,ham,got new job bar airport satsgettin per hour means lie keep touch
5554,ham,well keep mind got enough gas one round trip barring sudden influx cash
1174,ham,dun need pick ur gf
2015,ham,ambrith madurai met u arun dha marrge remembr
1806,ham,god bless get good sleep dear pray
2323,ham,stalking u
2334,ham,happen tell truth
1861,ham,could work reach consensus next meeting
1852,ham,dunno da next show aft toa payoh got
2634,ham,love hear v see sundayish
5463,ham,u goin nite
4546,ham,never lei v lazy got wat dat day send da url cant work one
1164,ham,new theory argument wins situation loses person dont argue ur friends kick amp say always correct
1628,spam,selected stay top british hotels nothing holiday worth claim call london bx sw ss
187,ham,haha awesome minute
1899,ham,wat would u like ur birthday
2009,ham,see forwarding message proof
5279,ham,helloooo wake sweet morning welcomes enjoy day full joy gud mrng
3261,ham,always looking excuse city
3943,ham,borderline yeah whatever
516,ham,competition
2474,ham,ok lor wat time finish
998,ham,lot happened feels quiet beth aunts charlie working lots helen mo
4150,ham,found way get another app phone eh go net cafe take job geeee need babe crave see
3316,spam,free message activate free text messages replying message word free terms conditions visit www com
3801,spam,tried contact reply offer video handset anytime networks mins unlimited text camcorder reply call
616,ham,happy valentines day know early hundreds handsomes beauties wish thought finish aunties uncles st
2762,ham,sure night menu know noon menu
2148,ham,ok later showing around want cld drink wld prefer spend money nosh mind nxt wk
5314,spam,get official england poly ringtone colour flag yer mobile tonights game text tone flag optout txt eng stop box w wx
530,ham,jay says double faggot
2939,ham,hey booked pilates yoga lesson already haha
307,ham,jos ask u wana meet
2459,ham,cool text way
5516,ham,ya referin mei ex wat ah waitin u treat somebody shld b rich liao gd den u dun work frm tmr onwards
4324,ham,aight well keep informed
3827,ham,goodmorning grandfather expired leave today
2450,ham,dun believe wat
5242,ham,hmm thinking lor
2373,ham,watching tv lor funny bluff wat izzit thk impossible us
3786,ham,let know need anything else salad desert something many beers shall get
1209,ham,also maaaan missing
4919,ham,sitting mu waiting everyone get suite take shower
3773,ham,uncle timi help clearing cars
1119,ham,going lunch wif family aft dat go str orchard lor
3272,spam,new voicemail please call
3656,ham,senthil group company apnt pm
288,ham,hi baby im cruisin girl friend r u give call hour home thats alright fone fone love jenny xxx
3990,ham,ok lor anyway thk cant get tickets cos like quite late already u wan go look ur frens darren wif
2751,ham,ok tell half hr b u come need prepare
1575,ham,sis catching e show e afternoon watching w c u wan watch today tmr lor
5334,ham,garbage bags eggs jam bread hannaford wheat chex
5163,ham,ok leave need ask
400,ham,hmmm k want change field quickly da wanna get system administrator network administrator
2958,ham,would still cozy exhausted last night nobody went school work everything closed
2245,ham,management puzzeles
3181,ham,size elephant tablets u shove um ur ass
1176,ham,horrible u eat macs eat u forgot abt already rite u take long reply thk toot b b prepared wat shall eat
2304,ham,tell friend come round til like lt gt ish
454,ham,ok tell stay yeah tough optimistic things improve month
961,ham,u sure u take sick time
2789,ham,got wat buy tell us need come
5226,ham,prabha soryda realy frm heart sory
4599,ham,stuck da middle da row da right hand side da lt
4243,spam,show ur colours euro offer get england flag lions tone ur phone click following service message info
2650,ham,might want pull case plan spending much confidence derek taylor money management
1548,ham,bishan lar nearer need buy early cos buy gotta park car
4042,spam,please call customer service representative freephone pm guaranteed cash prize
3893,spam,urgent nd attempt contact u prize yesterday still awaiting collection claim call acl pm
2466,ham,think waste rr
2835,ham,u sick still go shopping
4732,ham,k eng rocking ashes
391,ham,huh late fr dinner
2253,ham,den wat e schedule b lk sun
2827,ham,ok lor
1201,ham,otherwise part time job na tuition
2895,ham,k k yesterday cbe
3658,ham,studying free next weekend
3230,spam,ur cash balance currently pounds maximize ur cash send collect p msg cc po box tcr w
3788,ham,whore unbelievable
4513,ham,project pa come
1273,ham,ok
5368,spam,important message final contact attempt important messages waiting customer claims dept expires call
2446,ham,guy kadeem selling since break know one guy paranoid fuck like selling without til late tonight
794,ham,omg want scream weighed lost weight woohoo
1188,ham,point hangin mr right makin u happy
1687,spam,todays vodafone numbers ending last four digits selected received award number matches please call claim award
2815,ham,alright sure let know leaving
3396,ham,buy
3581,ham,lovely night wake see message hope smile knowing great morning
312,spam,think ur smart win week weekly quiz text play cs winnersclub po box uz gbp week
2113,spam,winner specially selected receive cash award speak live operator claim call pm cost p
4608,ham,running managed minutes needed oxygen might resort roller option
4588,ham,see swing bit got things take care firsg
673,spam,get ur st ringtone free reply msg tone gr top tones phone every week per wk opt send stop
2714,ham,nope drivin neva develop da photos lei
4352,ham,night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay gud mrng
5248,ham,u come n search tat vid finishd
4327,ham,seems unnecessarily hostile
2108,ham,hmmm imagine come home rub feet make dinner help get ready date sure ready kind life
624,ham,sorry got things may pub later
4590,ham,finished work yet something
1037,ham,blankets sufficient thx
34,spam,thanks subscription ringtone uk mobile charged month please confirm replying yes reply charged
1453,ham,good need drugs
3880,ham,left vague said would inform person accounting delayed rent discuss housing agency renting another place checking online places around usc lt gt
3541,ham,get unless guys want come time sooner
461,ham,u go phone gonna die stay
2140,ham,juz remembered gotta bathe dog today
2412,ham,come right ahmad
1083,ham,send someone else
3378,ham,yup wun believe wat u really neva c e msg sent shuhui
165,spam,bangbabes ur order way u receive service msg download ur content u goto wap bangb tv ur mobile internet service menu
335,spam,valentines day special win quiz take partner trip lifetime send go p msg rcvd custcare
3557,ham,ok lor town lei
518,spam,credits topped http www bubbletext com renewal pin tgxxrz
5548,ham,trying weekend v
1135,ham,u wake already thanx e tau sar piah quite nice
1102,ham,yeah go bored depressed sittin waitin phone ring hope wind drops though scary
4863,spam,free message thanks using auction subscription service p msgrcvd skip auction txt unsubscribe txt stop customercare
378,ham,well lot things happening lindsay new years sighs bars ptbo blue heron something going
2678,ham,abj serving staying dad alone
1710,ham,u meet fren dun wan meet ah muz b guy rite
275,ham,objection bf coming
1790,ham,takin shower yeah leave done
1815,ham,hi jess dont know work call u im home eve xxx
1955,ham,good night going sleep
4662,ham,ok prob
4866,ham,really sorry lit hair fire
2858,ham,today workin free oso gee thgt u workin ur fren shop
1801,ham,excellent spent lt gt years air force iraq afghanistan stable honest like traveling
2535,ham,ok enjoy r u home
1279,ham,meet depends wan lor
3562,spam,text banneduk see cost p textoperator g ga xxx
4799,ham,come home want u miserable
57,ham,sorry call later meeting
1931,ham,carry disturbing
650,spam,cash prize claim call c rstm sw ss ppm
3251,ham,babe need advice
2166,ham,coming home dinner
2885,ham,cbe really good nowadays lot shop showrooms city shaping good
5097,ham,sorry mates phone didnt write love kate
623,ham,make sure alex knows birthday fifteen minutes far concerned
1771,ham,dont show far put new pictures facebook
2453,ham,okay seen pick friday
5213,ham,pa selected
1481,ham,always saying welp
3977,ham,wish u feel alone
4878,ham,world happiest frnds never characters dey best understanding differences
1938,ham,fact cleaning shows know upset priority constantly want need
3205,ham,good r u working
407,ham,well slightly disastrous class pm fav darlings hope day ok coffee wld good stay late tomorrow time place always
5515,ham,great role model giving much really wish day miracle god reason everything must say wish knew dont looked since young still great day
621,ham,dear got lt gt dollars hi hi
1772,ham,watching tv got new job
2271,ham,u know watchin lido
4611,ham,glad talking
1142,spam,know u u know send chat let find p msg rcvd hg suite lands row w j hl ldn years
169,ham,great escape fancy bridge needs lager see tomo
4464,ham,said look pretty wif long hair wat thk cutting quite short leh
3380,ham,dear umma called
4961,ham,want lt gt rs da
4824,ham,
4721,ham,forgot tell smth like number sections clearer
4033,ham,happy babe woo hoo party dude
1399,ham,check got detailed message
3885,spam,link picture sent also use http alto co uk wave wave asp
5260,ham,anyone calls treadmill say buy make sure working found ad craigslist selling lt gt
2696,ham,whenever see still hook
3123,spam,free entry weekly comp chance win ipod txt pod get entry std txt rate c apply details
3524,ham,try neva mate
5405,ham,many days since
5147,spam,get garden ready summer free selection summer bulbs seeds worth scotsman saturday stop go notxt co uk
2202,ham,boy late home father power frndship
3009,spam,loan purpose homeowners tenants welcome previously refused still help call free text back help
1615,ham,sef dey laugh meanwhile darling anjie
2512,ham,er yep sure props
5228,spam,private account statement fone shows un redeemed points call identifier code expires
5243,ham,course tease know simply must see grins keep posted prey loving smile devouring kiss
2768,ham,wow v v impressed funs shopping
970,ham,wont b trying sort house ok
1865,ham,call ok said call
1245,ham,going dinner soon
4850,ham,either way works lt gt years old hope doesnt bother
2195,ham,hi email address changed
664,ham,leave de start prepare next
1,ham,ok lar joking wif u oni
1893,spam,call listen extreme dirty live chat going office right total privacy one knows sic listening p min mp
4088,spam,private account statement shows un redeemed points call identifier code expires
5080,ham,mark works tomorrow gets work house meet u afterwards
3727,ham,chikku nt yet ya free
938,ham,k k college
1593,ham,help propose going back tomorrow
4601,ham,hi u decide wot get bday ill prob jus get voucher frm virgin sumfing
4195,ham,use foreign stamps country
651,ham,thats cool sometimes slow gentle sonetimes rough hard
2186,ham,purity friendship two smiling reading forwarded message smiling seeing name gud evng
4528,ham,understand loss gain work school
4399,ham,tell shola please go college medicine visit academic department tell academic secretary current situation ask transfer ask someone check sagamu thing lautech vital completes medical education nigeria less expensive much less expensive unless getting citizen rates new zealand
1123,ham,ok ok ok whats ur todays plan
1257,ham,yet chikku going room nw bus
2817,ham,genius brother pls send number skype
3338,ham,gas station go
879,spam,u secret admirer looking make contact u find r reveal thinks ur special call
4322,ham,k jason says gonna around around lt gt
2199,ham,movie call wat
4418,ham,says quitting least times day wudn take much notice nah mind gonna see want come taunton tonight u tell
4852,ham,gain rights wife dont demand trying husband lets see
4321,ham,hey mr going sea view couple gays mean games give bell ya finish
4874,ham,lol oops sorry fun
4007,ham,im fine babes aint much tho saw scary movie yest quite funny want mrw afternoon town mall sumthin xx
2688,ham,okie
1524,ham,yup ok thanx
5348,ham,thought put back box
5508,ham,machan go gym tomorrow wil come late goodnight
2913,ham,tell thinking plus going stop runs
4602,spam,freemsg txt call claim reward hours talk time use phone subscribe gbp mnth inc hrs stop txtstop
633,ham,oh forwarded message thought send
1506,ham,total video converter free download type google search
1817,ham,going write ccna exam week
1409,ham,got ten bucks jay noncomittal
2460,ham,nope meanwhile talk say make greet
3569,ham,sent de webadres geting salary slip
4623,ham,finally came fix ceiling
4954,ham,lost pounds since doc visit last week woot woot gonna celebrate stuffing face
1672,ham,glad see reply
173,ham,time coming later
2465,ham,pick drop car problem
3603,ham,cps causing outages conserve energy
2062,ham,hey want crave miss need love ahmad saeed al hallaq
4682,ham,staying town
4469,ham,much better thanks lol
5306,ham,ill mins look
1974,ham,askd u question hours answer
904,ham,lovely smell bus tobacco
356,ham,thank calling forgot say happy onam sirji fine remembered met insurance person meet qatar insha allah rakhesh ex tata aig joined tissco tayseer
130,ham,k k much cost
3168,ham,people see msgs think iam addicted msging wrong bcoz know iam addicted sweet friends bslvyl
5079,spam,want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply call
2432,ham,good lets thank god please complete drug lots water beautiful day
3473,ham,think waiting bus inform get ever get
4842,ham,hmmm mayb try e shoppin area one forgot e name hotel
2579,ham,erm thought contract ran th october
1114,ham,good movie ok leave hourish
2950,ham,bruce b downs amp fletcher
4707,ham,wow healthy old airport rd lor cant thk anything else b bathing dog later
1979,ham,boat still moms check yo half naked
2569,ham,hey leave friday wait ask superior tell
1502,spam,hot live fantasies call p per min ntt ltd po box croydon cr wb national rate call
1704,ham,taste fish curry p
4132,ham,ur luck love someone ur fortune love one loves u miracle love person love anyone except u gud nyt
3813,ham,yep fine ice age
3401,spam,valued customer pleased advise following recent review mob awarded bonus prize call
2559,ham,friends want drive em someplace probably take
3475,ham,things quick question
3927,ham,havent add yet right
765,ham,wishing family merry x mas happy new year advance
1146,spam,thank winner notified sms good luck future marketing reply stop customer services
5237,spam,someonone know trying contact via dating service find could call mobile landline box sk ch
3691,ham,happen dear tell
511,ham,latest g still scrounge ammo want give new ak try
465,ham,ok way railway
5346,ham,parents kidz friends n colleagues screaming surprise waiting sofa naked
1596,ham,pls confirm time collect cheque
3232,ham,plm come da way
1372,ham,though shd go n fun bar town something sound ok
2588,ham,aight see bit
4126,ham,may b approve panalam posts
4995,ham,drive read need write
5448,ham,aight pick open tonight
3574,spam,believe true incredible txts reply g learn truly amazing things blow mind fwd p txt
3764,ham,k send lt gt min
588,ham,pete please ring meive hardly gotany credit
4755,ham,ok lor u wan go look u
150,ham,sindu got job birla soft
2520,ham,ok ask abt e movie u wan ktv oso
3188,ham,howz persons story
2657,ham,feel like trying kadeem v
389,spam,mths half price orange line rental latest camera phones free phone mths call mobilesdirect free update stoptxt
502,ham,come
4063,ham,hi dear saw dear happy battery low
1809,ham,aiyo bit pai seh noe scared dun rem die hee become better lookin oredi leh
1920,ham,yar wanted scold u yest late already got zhong se qing u ask b ask go w u lor n u still act real
243,ham,okay shining meant signing sounds better
3900,ham,mean confirmed tot juz say oni ok
4339,ham,yes appt
3225,ham,sorry da thangam mistake
70,ham,wah lucky man save money hee
2219,ham,nice talking please dont forget pix want see
5189,spam,ree entry weekly comp chance win ipod txt pod get entry std txt rate c apply details
4094,ham,life nothing wen v get everything life everything wen v miss something real value people wil realized absence gud mrng
3831,ham,agree stop thinkin ipad please ask macho question
5214,spam,natalja f inviting friend reply yes see www sms ac u nat stop send stop frnd
1613,spam,rt king pro video club need help info ringtoneking co uk call must club credits redeemable www ringtoneking co uk enjoy
1061,ham,working technical support voice process networking field
3403,ham,amazing quote sometimes life difficult decide whats wrong lie brings smile truth brings tear
4656,ham,prasanth ettans mother passed away last night pray family
4728,spam,mobile mths update latest camera video phones free keep ur number get extra free mins texts text yes call
2539,ham,monthly amount terrible pay anything till months finishing school
3923,ham,oh really perform write paper go movie home midnight huh
521,ham,ebay might less elsewhere
1991,ham,hi darlin ive got back really nice night thanks much lift see u tomorrow xxx
3184,ham,dunno juz askin cos got card got salon called hair sense tot da one cut ur hair
3942,spam,free msg get gnarls barkleys crazy ringtone totally free reply go message right
209,ham,please give us connection today lt decimal gt refund bill
3115,ham,yes watching footie worried going blow phil neville
3761,ham,join lt gt bus
282,ham,wen u miss someone person definitely special u person special miss keep touch gdeve
2843,ham,aathi dear
1851,ham,cant get da laptop matric card wif lei
1162,ham,k sent
2595,ham,thing apes u fight death keep something minute u let go thats
3500,ham,hope arnt pissed id would really like see tomorrow love xxxxxxxxxxxxxx
756,ham,didnt holla
597,ham,gud mrng dear nice day
3106,ham,remind hrs
4589,ham,wanted wish happy new year wanted talk legal advice gary split person make trip ptbo hope everything good babe love ya
355,ham,lt gt ish minutes minutes ago wtf
5223,ham,die want u stuffs
1522,ham,angry happen dear
5385,ham,friends help us problems give stupid suggestion lands us another problem helps us forgt previous problem
1791,ham,working eyes philosophy text u later bit free chat
2201,ham,haha dinner cousin
3842,ham,howz pain come today said ystrday ice medicine
5320,ham,havent got da topic yet rite
1359,ham,start sending blackberry torch nigeria find buyer like month tell dad buy bb anyone oh
1819,ham,much dirty fellow
2302,ham,lt gt guess easy enough
3266,spam,want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply call
3905,spam,account xxxxxxxxx shows unredeemed points claim call identifier code xxxxx expires
2233,ham,nothing getting msgs dis name wit different
4780,ham,cant see join denis mina denis want alone time
3231,ham,feel like dick keep sleeping texts facebook messages sup town
5321,ham,ok problem yup going sch rem correctly
5378,spam,free entry gr prizes wkly comp chance win latest nokia psp cash every wk txt great http www gr prizes com
4187,ham,hmm ok stay like hour cos eye really sore
4884,ham,new theory argument wins situation loses person dont argue ur friends kick amp say always correct
5396,ham,want custom officer discount oh
2823,spam,romcapspam everyone around responding well presence since warm outgoing bringing real breath sunshine
3560,spam,urgent trying contact u todays draw shows prize guaranteed call land line claim j po box c pm
815,spam,u outbid simonwatson shinco dvd plyr bid visit sms ac smsrewards end bid notifications reply end
310,ham,garage keys bookshelf
156,ham,aaooooright work
1797,ham,hey tell blake address carlos wanted meet got lost answering phone
2694,ham,nice new shirts thing wear nudist themed mu
2754,ham,derp worse dude always wants party dude files complaint three drug abusers lives
4386,spam,want new nokia colour phone delivered tomorrow free minutes mobile free text free camcorder reply call
4785,ham,indeed way either
191,spam,unique enough find th august www areyouunique co uk
1978,spam,reply win weekly fifa world cup held send stop end service
1503,ham,da whats plan
3856,spam,free msg single find partner area real people waiting chat send chat cncl send stopcs per msg
4725,spam,free game get rayman golf free games arcade st get ur games settings reply post save activ press key arcade termsapply
4055,ham,dont make ne plans nxt wknd coz wants us come ok
4754,spam,cashbin co uk get lots cash weekend www cashbin co uk dear welcome weekend got biggest best ever cash give away
691,ham,farm open
3215,ham,babe got enough money pick bread milk give back get home
5117,ham,aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz meaning
4027,ham,oh ok wat ur email
4487,ham,good weekend
4660,ham,cant pick phone right pls send message
1433,ham,thanks lovely wisheds rock
142,ham,sir waiting mail
5169,ham,going lunch
1234,ham,lol ok snatch purse
3482,ham,wherre boytoy
1011,ham,lol would mom would fit tell whole family crazy terrible
3422,spam,welcome please reply age gender begin e g
1031,ham,use foreign stamps country good lecture
4294,ham,best watch say cause get drunk motherfucker
2455,ham,left dessert u wan go suntec look u
782,ham,hmmm thought said hours slave late punish
3619,ham,hey check da listed da
3392,ham,meeting call later
1251,ham,ummmmmaah many many happy returns day dear sweet heart happy birthday dear
1111,ham,ok ill tell company
3415,ham,pic please send
558,ham,know friend already told
4701,spam,win winner mr foley ipod exciting prizes soon keep eye ur mobile visit www win co uk
1408,ham,gotta
4840,ham,one issues california okay snow manageable
53,ham,wow never realized embarassed accomodations thought liked since best could always seemed happy cave sorry give sorry offered sorry room embarassing
3038,ham,cos darren say considering mah ask
937,ham,since side fever vomitin
3476,ham,night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay gud mrng
5247,ham,gud ni dear slp well take care swt dreams muah
2741,ham,nothing
1869,ham,today system sh get ready well also deep well
1705,ham,might accidant tookplace somewhere ghodbandar rd traffic moves slovely plz slip amp worry
4598,ham,full heat pa applyed oil pa
4544,ham,trying reach without success
4341,ham,want sent lt gt mesages today thats sorry hurts
2290,spam,mobile mths update free oranges latest colour camera mobiles unlimited weekend calls call mobile upd freefone stoptx
2536,ham,pls pls send mail know relatives coming deliver know costs risks benefits anything else thanks
5020,ham,great office today
5507,ham,want inside every night
25,ham,forced eat slice really hungry tho sucks mark getting worried knows sick turn pizza lol
4155,ham,haf u eaten wat time u wan come
2421,ham,oic better quickly go bathe n settle
4889,ham,pls make note exposed also find school anyone else vomiting dog cat house let know later
2522,ham,sorry call later
2672,ham,cool come like lt gt ish
736,ham,one talking
2017,ham,princess kitty shaved natural
4681,ham,cool night lemme know around
3385,spam,free msg billed mobile number mistake shortcode please call charges refunded call free bt landline
3815,ham,dunno wat get
485,ham,change fb jaykwon thuglyfe falconerf
3311,ham,oh ho first time u use type words
1713,ham,turns stereo love mi phone unknown album
346,ham,gudnite tc practice going
1431,ham,look back building coat want get sick hurry home wear coat gym
3825,ham,miss much desparate recorded message left day listen hear sound voice love
1306,ham,designation software developer may get chennai
2117,ham,time week ryan
5208,ham,hi think match
1921,ham,dont know bring food
3633,ham,oooh got plenty
646,ham,watching cartoon listening music amp eve go temple amp church u
3910,ham,serious like proper tongued
1398,ham,wait u lor need feel bad lar
1391,ham,wonder got online love gone net cafe get phone recharged friends net think boytoy
3207,ham,home also
2440,ham,rightio well arent bright early morning
3425,spam,new club dont fink met yet b gr c u please leave msg day wiv ur area reply promised carlie x calls minmobsmore lkpobox hp fl
539,ham,ummmmmaah many many happy returns day dear sweet heart happy birthday dear
1561,ham,got gas money chance gang want go grand nature adventure
1312,ham,u r much close heart u go away shattered plz stay
2388,ham,also piece
3012,ham,hm good morning headache anyone
2581,spam,u subscribed best mobile content service uk per ten days send stop helpline
4565,ham,tell address
1078,ham,yep pretty sculpture
4478,ham,oh outside players allowed play know
4931,spam,hi sexychat girls waiting text text great night chatting send stop stop service
1374,spam,bears pic nick tom pete dick fact types try gay chat photo upload call p min stop texts call
4896,spam,want latest video handset anytime network mins half price line rental reply call delivery tomorrow
4003,ham,get gift year didnt get anything bad
3211,ham,said u mind go bedroom minute ok sed sexy mood came minuts latr wid cake n wife
2619,ham,hey pple nights excellent location wif breakfast hamper
4908,ham,anything special
4655,ham,hope great day
1698,ham,hai priya right doctor said pa
2426,ham,hey almost forgot happy b day babe love ya
3844,ham,yes ammae life takes lot turns sit try hold steering
1396,ham,thats cool gentleman treat dignity respect
5424,ham,u horrible gal u knew dat going wif yest n u still come n ask
4937,ham,k k congratulation
510,ham,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply
3412,ham,ill obey
1545,ham,completed degree use joining finance
1985,spam,urgent please call landline abta complimentary tenerife holiday cash await collection sae cs box cw wx ppm
1427,ham,ok
2034,ham,im gonna miss u much
3922,ham,thing change sentence want concentrate educational career im leaving
581,ham,huh early dinner outside izzit
1562,ham,dnt worry use ice pieces cloth pack also take tablets
948,ham,hey booked kb sat already lessons going ah keep sat night free need meet confirm lodging
5057,ham,goodnight da thangam really miss u dear
1048,spam,flirting txt girl bloke ur name age eg girl zoe join get chatting
2527,ham,u noe send files computers
1361,ham,yo dude guess got arrested day
2927,ham,im done studyn library
4179,ham,two teams waiting players
206,ham,say like dat dun buy ericsson oso cannot oredi lar
3985,ham,hey missed tm last night phone charge smiles meeting friend shortly
3183,ham,parents kidz friends n colleagues screaming surprise waiting sofa naked
3712,ham,sorry pa dont knw ru pa
2876,ham,idk keep saying since moved keep butting heads freedom vs responsibility tired much shit deal barely keeping together gets added
5154,ham,like lt gt question
1528,ham,screaming means shouting
1846,ham,hi u want join sts later meeting five call u class
